sequence_id,timestamp,frame,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,posture_label,other_labels
adl-01-cam0-rgb,1782844807.6454523,103,0.40864670276641846,0.3628709316253662,0.40085703134536743,0.3524285554885864,0.4009058177471161,0.35049745440483093,0.4009525775909424,0.3484061658382416,0.4012528955936432,0.35234948992729187,0.4015934467315674,0.3504852056503296,0.40193289518356323,0.34847167134284973,0.40810978412628174,0.32829076051712036,0.4085354208946228,0.33047816157341003,0.420612096786499,0.3581274747848511,0.42059820890426636,0.3579464554786682,0.4585818648338318,0.32618165016174316,0.4594535827636719,0.33211782574653625,0.5124905109405518,0.4021008014678955,0.5108987092971802,0.4111475348472595,0.4832560420036316,0.506561279296875,0.5039048790931702,0.4890391230583191,0.47925183176994324,0.5355750322341919,0.5050167441368103,0.5072900056838989,0.4712520241737366,0.5364742279052734,0.49594756960868835,0.5098212361335754,0.4722255766391754,0.5282143354415894,0.49515512585639954,0.5029979348182678,0.5479140281677246,0.49739113450050354,0.5427722930908203,0.49450260400772095,0.46421706676483154,0.6305077075958252,0.47522518038749695,0.6294784545898438,0.46742314100265503,0.7996482253074646,0.48330867290496826,0.7890069484710693,0.48155519366264343,0.8327318429946899,0.49586448073387146,0.8157902956008911,0.40618157386779785,0.8259181976318359,0.4126743674278259,0.8175272941589355,Standing,upright
adl-01-cam0-rgb,1782844807.7044783,104,0.4032767415046692,0.37309420108795166,0.3956019878387451,0.3614051640033722,0.3959999680519104,0.3592085838317871,0.3963748812675476,0.35687145590782166,0.39511436223983765,0.3619629442691803,0.39524728059768677,0.3601214289665222,0.395465612411499,0.35806307196617126,0.4030243754386902,0.3369293808937073,0.4030974507331848,0.3392598628997803,0.4156632423400879,0.367564857006073,0.41535842418670654,0.368894100189209,0.4563720226287842,0.3316405415534973,0.4540753960609436,0.3444235324859619,0.5063239336013794,0.4234502613544464,0.5042378902435303,0.4321471154689789,0.4771133065223694,0.5192626714706421,0.4859902858734131,0.5241727232933044,0.4714825749397278,0.544294536113739,0.48384714126586914,0.5459582805633545,0.46372348070144653,0.54313725233078,0.4773145616054535,0.5485627055168152,0.46554329991340637,0.5351751446723938,0.4789707660675049,0.542317807674408,0.5453210473060608,0.505725085735321,0.5407780408859253,0.5036457180976868,0.45909643173217773,0.6355836987495422,0.4807424545288086,0.6404804587364197,0.46422699093818665,0.7959513068199158,0.49385127425193787,0.7868799567222595,0.4758196175098419,0.8259957432746887,0.5145936608314514,0.8189284205436707,0.40663039684295654,0.8267936110496521,0.44256576895713806,0.8387895822525024,Standing,upright
adl-01-cam0-rgb,1782844807.7470121,105,0.40067440271377563,0.3847774863243103,0.3931121230125427,0.3734211027622223,0.3931778073310852,0.37105822563171387,0.393310010433197,0.3685430586338043,0.39321914315223694,0.37398433685302734,0.3933444023132324,0.3720565438270569,0.3934711217880249,0.3699941039085388,0.39899635314941406,0.34732821583747864,0.39933186769485474,0.3499463200569153,0.41256916522979736,0.37995535135269165,0.4124239981174469,0.3810409903526306,0.45256468653678894,0.34255385398864746,0.44710975885391235,0.3543804883956909,0.5059177279472351,0.43447446823120117,0.4916750192642212,0.44637638330459595,0.47175562381744385,0.5272175669670105,0.4793936014175415,0.5371066927909851,0.4666299819946289,0.5506992340087891,0.472194641828537,0.5639585852622986,0.45950260758399963,0.5486408472061157,0.4662015736103058,0.5652763247489929,0.4606415629386902,0.5414560437202454,0.47252219915390015,0.5546832084655762,0.5467632412910461,0.5076843500137329,0.5390239953994751,0.5091903805732727,0.4489542543888092,0.6268842220306396,0.4836405813694,0.6451113224029541,0.45797082781791687,0.7923620939254761,0.49355000257492065,0.7933595180511475,0.470928430557251,0.8166147470474243,0.5116263031959534,0.8209323883056641,0.40191811323165894,0.8280670642852783,0.4439317286014557,0.8223224878311157,Standing,compressed_sitting
adl-01-cam0-rgb,1782844807.788016,106,0.3953905403614044,0.3950253129005432,0.38731783628463745,0.3854139745235443,0.3874737322330475,0.38300812244415283,0.3875246047973633,0.38069671392440796,0.38769805431365967,0.3859809339046478,0.388128399848938,0.3839612901210785,0.38848501443862915,0.3818973898887634,0.3933705687522888,0.36041319370269775,0.3944355249404907,0.36200952529907227,0.4066161513328552,0.38981497287750244,0.40768423676490784,0.39134156703948975,0.4440069794654846,0.35151398181915283,0.4481322467327118,0.35642343759536743,0.4978269338607788,0.43969449400901794,0.49712300300598145,0.442788302898407,0.4617776572704315,0.5405130982398987,0.47715890407562256,0.5365573167800903,0.45711731910705566,0.5599744915962219,0.4868515729904175,0.556821882724762,0.45006418228149414,0.5587453842163086,0.468548059463501,0.5591278076171875,0.45126602053642273,0.5523861050605774,0.46802085638046265,0.5480344891548157,0.5345374941825867,0.515007495880127,0.5426492094993591,0.5166750550270081,0.4404180645942688,0.6311931610107422,0.48650062084198,0.643104076385498,0.455719530582428,0.7880052328109741,0.49705758690834045,0.7871170043945312,0.47085443139076233,0.8151267766952515,0.5131666660308838,0.8178927898406982,0.402084618806839,0.8290128111839294,0.45562422275543213,0.8232295513153076,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844807.8310907,107,0.38946807384490967,0.4043321907520294,0.38218969106674194,0.3945407271385193,0.38234925270080566,0.39213746786117554,0.38257092237472534,0.3895794451236725,0.3820706009864807,0.3948979377746582,0.3821658492088318,0.39285868406295776,0.3823787569999695,0.390531063079834,0.38785964250564575,0.3685864210128784,0.38901078701019287,0.37008947134017944,0.40061211585998535,0.3988277316093445,0.4007347822189331,0.3996630311012268,0.44185444712638855,0.360705703496933,0.44484004378318787,0.36721599102020264,0.4958767890930176,0.4521755576133728,0.4916847050189972,0.4592851400375366,0.4543776214122772,0.5473839640617371,0.47236010432243347,0.5420453548431396,0.44985392689704895,0.5679185390472412,0.473685085773468,0.5653983354568481,0.4393622875213623,0.5670313239097595,0.458703875541687,0.5697370171546936,0.441300630569458,0.5606517195701599,0.4630473554134369,0.5543637871742249,0.5347749590873718,0.5209141969680786,0.5436297059059143,0.5214933156967163,0.43486636877059937,0.6368232369422913,0.4882240891456604,0.6509283185005188,0.44746655225753784,0.7948921322822571,0.5022441744804382,0.7953185439109802,0.4663620889186859,0.8210459351539612,0.5146394371986389,0.8252573609352112,0.4011746048927307,0.8273797631263733,0.4569990336894989,0.8238007426261902,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844807.8838804,108,0.3827875554561615,0.413165807723999,0.3750951886177063,0.40338224172592163,0.375258207321167,0.40124577283859253,0.37541285157203674,0.3989870846271515,0.3752673864364624,0.4038105905056,0.3755929470062256,0.4021223187446594,0.3759930431842804,0.4003143310546875,0.381327748298645,0.37904125452041626,0.3822181224822998,0.3815986216068268,0.3958926200866699,0.40690627694129944,0.39643463492393494,0.40758079290390015,0.43332937359809875,0.3705877661705017,0.4420635998249054,0.37873008847236633,0.49167120456695557,0.4623968005180359,0.4916037321090698,0.4778643250465393,0.45302456617355347,0.5501346588134766,0.46837499737739563,0.5515996217727661,0.4470992684364319,0.5736564993858337,0.47096842527389526,0.5752948522567749,0.4372488260269165,0.5698521733283997,0.4513397216796875,0.5717967748641968,0.4402889013290405,0.5607441663742065,0.4578566551208496,0.5618674159049988,0.5323352217674255,0.5289648771286011,0.5475023984909058,0.530310332775116,0.4325861930847168,0.6385672092437744,0.4832633435726166,0.649020254611969,0.4478682577610016,0.8021560907363892,0.49789130687713623,0.7916218042373657,0.4668043851852417,0.8272842168807983,0.508903980255127,0.8164194226264954,0.3970181941986084,0.8306877613067627,0.4422096312046051,0.8352451324462891,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844807.9254217,109,0.3781393766403198,0.4211467504501343,0.3709193468093872,0.4119686484336853,0.3709036111831665,0.4099910855293274,0.371016263961792,0.4077136516571045,0.371256947517395,0.41270190477371216,0.37151867151260376,0.41133934259414673,0.3718010187149048,0.40987399220466614,0.37803056836128235,0.387550950050354,0.3786417245864868,0.3907862901687622,0.3898058235645294,0.41669777035713196,0.39076659083366394,0.41773396730422974,0.43403753638267517,0.38249295949935913,0.43309086561203003,0.3923150897026062,0.48882439732551575,0.48039254546165466,0.47667425870895386,0.4913463890552521,0.4459170997142792,0.5601668357849121,0.45760607719421387,0.5528846979141235,0.4370565414428711,0.5859172344207764,0.4600383937358856,0.564830482006073,0.4270798861980438,0.5809568762779236,0.45045706629753113,0.563726544380188,0.4298751950263977,0.5718877911567688,0.4496693015098572,0.5591417551040649,0.531348705291748,0.5309932827949524,0.5390837788581848,0.5352863669395447,0.4287171959877014,0.6352089047431946,0.4727763533592224,0.6504847407341003,0.4490318298339844,0.7945447564125061,0.5023577809333801,0.7855261564254761,0.4699682593345642,0.8219984173774719,0.5234363079071045,0.803758442401886,0.4006228446960449,0.8277308940887451,0.4660503566265106,0.8270039558410645,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844807.9664152,110,0.3790819048881531,0.4320209324359894,0.3719671368598938,0.4234427511692047,0.37199562788009644,0.42144691944122314,0.3720177710056305,0.4192873537540436,0.37262633442878723,0.42274028062820435,0.373136043548584,0.4203139543533325,0.3736095428466797,0.41778165102005005,0.38033849000930786,0.39771386981010437,0.3803281784057617,0.39929720759391785,0.3916535973548889,0.4282928705215454,0.39275920391082764,0.42775917053222656,0.4331223964691162,0.38894569873809814,0.431742787361145,0.4049678146839142,0.4886327087879181,0.4880366325378418,0.4786543846130371,0.5006059408187866,0.4386090934276581,0.566081702709198,0.4420158863067627,0.5556241273880005,0.428860068321228,0.5915055871009827,0.43718773126602173,0.5525829792022705,0.41794824600219727,0.5826712846755981,0.4276178777217865,0.5517019629478455,0.4201321005821228,0.5734239816665649,0.4286273121833801,0.5491313338279724,0.532329261302948,0.5367586016654968,0.5409895777702332,0.5432686805725098,0.42201367020606995,0.6273924708366394,0.471768319606781,0.6397736668586731,0.4519280195236206,0.7900372743606567,0.49256569147109985,0.7854660153388977,0.4724036455154419,0.8115756511688232,0.518680214881897,0.800762414932251,0.401334285736084,0.8243479132652283,0.4579741954803467,0.8391488790512085,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844808.0094206,111,0.37079307436943054,0.4451472759246826,0.36403077840805054,0.435447096824646,0.3641397953033447,0.4332484006881714,0.3642174005508423,0.4310261309146881,0.3648412823677063,0.43568873405456543,0.36530396342277527,0.43401509523391724,0.3656867742538452,0.4322640299797058,0.37248677015304565,0.410175085067749,0.3730330467224121,0.4123937487602234,0.38399428129196167,0.4415801763534546,0.3856780529022217,0.44208618998527527,0.43039706349372864,0.3975679874420166,0.42563575506210327,0.421525239944458,0.4858452081680298,0.5007593035697937,0.4696539044380188,0.5194275975227356,0.4354974925518036,0.5751747488975525,0.43310633301734924,0.5747688412666321,0.4255356788635254,0.6011001467704773,0.4185110330581665,0.578001856803894,0.41409826278686523,0.5896176695823669,0.41045716404914856,0.5877309441566467,0.4168155789375305,0.5803165435791016,0.4150388836860657,0.5784870386123657,0.5300695300102234,0.5445711612701416,0.5331600904464722,0.5508761405944824,0.41960734128952026,0.6360966563224792,0.45278695225715637,0.6327944397926331,0.4621763825416565,0.7923803925514221,0.4884348213672638,0.7840607166290283,0.48152339458465576,0.8156439065933228,0.5136798620223999,0.7868978977203369,0.41144686937332153,0.8289523124694824,0.45223137736320496,0.8338971138000488,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844808.0529268,112,0.3717598021030426,0.45739251375198364,0.3650747239589691,0.44823575019836426,0.36515292525291443,0.44607454538345337,0.36515992879867554,0.4438403248786926,0.36545035243034363,0.4486093521118164,0.3656895160675049,0.4470082223415375,0.36606600880622864,0.44505515694618225,0.3730546832084656,0.4230363965034485,0.3725038766860962,0.42503154277801514,0.385123074054718,0.4532470405101776,0.38601818680763245,0.4542745351791382,0.43231743574142456,0.408794105052948,0.4227111339569092,0.43013501167297363,0.48457685112953186,0.5139485001564026,0.4673134982585907,0.5257686376571655,0.42992275953292847,0.5762037038803101,0.4282431900501251,0.5691273808479309,0.4201490879058838,0.6018141508102417,0.42262712121009827,0.5778585076332092,0.4076605439186096,0.5882681608200073,0.4103752076625824,0.5754372477531433,0.41020631790161133,0.5784198641777039,0.41190898418426514,0.5706729888916016,0.5292478799819946,0.5579079389572144,0.5293381810188293,0.5627681016921997,0.4131162762641907,0.6345981359481812,0.4488678574562073,0.633868932723999,0.4471362233161926,0.7921308875083923,0.48651599884033203,0.7815890312194824,0.46984347701072693,0.815527081489563,0.5152148604393005,0.7869830131530762,0.4001404941082001,0.8266602158546448,0.4581677317619324,0.8351389765739441,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844808.0967257,113,0.3663471043109894,0.46887844800949097,0.3600531220436096,0.4584227204322815,0.360317587852478,0.45622390508651733,0.36066827178001404,0.45369207859039307,0.3602212965488434,0.4590471088886261,0.36057019233703613,0.45743033289909363,0.36092299222946167,0.45563045144081116,0.36979132890701294,0.43338853120803833,0.36893051862716675,0.4365977644920349,0.37891536951065063,0.46551942825317383,0.37931889295578003,0.4663347601890564,0.42725682258605957,0.4231729507446289,0.4153020679950714,0.4547111392021179,0.48258742690086365,0.5213412642478943,0.4555756151676178,0.5432010293006897,0.42778560519218445,0.5822018980979919,0.42038488388061523,0.580569326877594,0.4158450663089752,0.6058796048164368,0.4142402410507202,0.5906373262405396,0.4041803479194641,0.5935134887695312,0.39941027760505676,0.5938200950622559,0.4059891700744629,0.5830642580986023,0.40398067235946655,0.5839002132415771,0.5250699520111084,0.5691884160041809,0.5199609398841858,0.5742993950843811,0.4094770550727844,0.6295350193977356,0.4250147044658661,0.6364313364028931,0.457559734582901,0.7936914563179016,0.47361379861831665,0.7720020413398743,0.4855881631374359,0.813727080821991,0.49485740065574646,0.7848998308181763,0.4167480766773224,0.8356000781059265,0.43945732712745667,0.8341949582099915,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844808.1423035,114,0.37012508511543274,0.4814244508743286,0.36232835054397583,0.4709358513355255,0.36234182119369507,0.46894729137420654,0.3623591661453247,0.4668002724647522,0.3626306653022766,0.47151580452919006,0.36304473876953125,0.4696691632270813,0.3633503317832947,0.4678095579147339,0.37102198600769043,0.444596529006958,0.3696044683456421,0.4484271705150604,0.3818214535713196,0.47749021649360657,0.38194942474365234,0.47761011123657227,0.42443737387657166,0.4371647834777832,0.4165385365486145,0.4625060260295868,0.4772120416164398,0.5302636623382568,0.46015942096710205,0.5416480302810669,0.4203494191169739,0.5844735503196716,0.41848593950271606,0.5817738175392151,0.40598779916763306,0.6063606142997742,0.4114832282066345,0.5831001996994019,0.39634647965431213,0.5952726602554321,0.3979685604572296,0.5891515612602234,0.39971160888671875,0.5875148177146912,0.4046842157840729,0.58021479845047,0.5283201932907104,0.5765851736068726,0.5238057374954224,0.5791319012641907,0.4130127429962158,0.6490054130554199,0.4348902702331543,0.6536362171173096,0.47135812044143677,0.7930609583854675,0.48222869634628296,0.7849788069725037,0.49770280718803406,0.8060822486877441,0.5025099515914917,0.7958327531814575,0.43936312198638916,0.851577877998352,0.4537973999977112,0.8470937013626099,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844808.1892192,115,0.3631962537765503,0.4905197322368622,0.3571726679801941,0.4802219867706299,0.35723787546157837,0.47844094038009644,0.35724443197250366,0.4768264889717102,0.35767650604248047,0.4807942807674408,0.3580973744392395,0.4793369174003601,0.3584979176521301,0.477911114692688,0.36425769329071045,0.4578092694282532,0.36395037174224854,0.4631885290145874,0.3763352632522583,0.4854099750518799,0.3762750029563904,0.4873630702495575,0.4234165549278259,0.4437977373600006,0.41188865900039673,0.48022767901420593,0.4782959520816803,0.5325577259063721,0.44565844535827637,0.5606213808059692,0.41993576288223267,0.5920121669769287,0.4087073802947998,0.597065269947052,0.4062986373901367,0.6160309314727783,0.3944275975227356,0.6113522052764893,0.39458781480789185,0.6069568991661072,0.3855934143066406,0.6086812615394592,0.39778590202331543,0.5974856615066528,0.38938790559768677,0.5970934629440308,0.5258908867835999,0.5855696797370911,0.5183338522911072,0.592131495475769,0.3962545394897461,0.6495531797409058,0.4205925166606903,0.6487802267074585,0.45434266328811646,0.7882096767425537,0.4577556252479553,0.7895037531852722,0.48030099272727966,0.800045371055603,0.4762735068798065,0.8027821183204651,0.40675508975982666,0.8271417617797852,0.4305277466773987,0.8462040424346924,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844808.2328758,116,0.3663293123245239,0.4976498484611511,0.35870492458343506,0.48937928676605225,0.35868558287620544,0.4876393675804138,0.35872316360473633,0.485784649848938,0.3588583767414093,0.4899737238883972,0.3588793873786926,0.4887867569923401,0.3589521646499634,0.4874773621559143,0.3648109436035156,0.4653984308242798,0.3644109070301056,0.4697636663913727,0.37712395191192627,0.4936772584915161,0.3776220679283142,0.49404364824295044,0.4316794276237488,0.4431096911430359,0.410639226436615,0.4792107045650482,0.48464342951774597,0.5379469394683838,0.4443055987358093,0.5637400150299072,0.4182184338569641,0.5904085636138916,0.4033043384552002,0.5912138223648071,0.4026843309402466,0.6108224391937256,0.3901078701019287,0.6112141609191895,0.3933643698692322,0.6014712452888489,0.3831107020378113,0.5946155190467834,0.39838606119155884,0.5913878083229065,0.38969096541404724,0.5927304029464722,0.5204576253890991,0.5976024270057678,0.5013327598571777,0.60151207447052,0.39906027913093567,0.6417144536972046,0.3997991979122162,0.6401911973953247,0.4656014144420624,0.7768881320953369,0.443069726228714,0.7783637046813965,0.49268460273742676,0.7863301038742065,0.4641634523868561,0.7913687229156494,0.4391613006591797,0.8463053703308105,0.4159619212150574,0.8374210596084595,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844808.2766623,117,0.365207314491272,0.5055676698684692,0.356985867023468,0.4976307451725006,0.35692164301872253,0.4959181547164917,0.35695940256118774,0.494041383266449,0.35740843415260315,0.498498797416687,0.3576074242591858,0.4974900484085083,0.35789263248443604,0.49643412232398987,0.363994300365448,0.4722011685371399,0.36414986848831177,0.4776028096675873,0.3767777681350708,0.5013338923454285,0.377596914768219,0.5028396844863892,0.42743873596191406,0.4530940651893616,0.40974563360214233,0.48996061086654663,0.4794682264328003,0.5441851615905762,0.4479023814201355,0.570473849773407,0.41293466091156006,0.6014262437820435,0.4423847794532776,0.6340253949165344,0.39969825744628906,0.620567262172699,0.440423846244812,0.6540602445602417,0.3880048990249634,0.6131295561790466,0.43322789669036865,0.6484240889549255,0.39107125997543335,0.6040830612182617,0.4334171414375305,0.6398444175720215,0.5133516192436218,0.608258843421936,0.4994083344936371,0.6124670505523682,0.3889985978603363,0.6442717909812927,0.40248435735702515,0.6463220119476318,0.4414181411266327,0.789141833782196,0.4870010316371918,0.7563474774360657,0.4675021469593048,0.8063082695007324,0.5086074471473694,0.7620722055435181,0.40274763107299805,0.8361063003540039,0.4756599962711334,0.814153790473938,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844808.3202152,118,0.3635917007923126,0.510504961013794,0.3552599549293518,0.5025160908699036,0.35535839200019836,0.5005881190299988,0.3554914593696594,0.4985957741737366,0.35465627908706665,0.5047657489776611,0.3546749949455261,0.5040422677993774,0.35457777976989746,0.5035845041275024,0.36125266551971436,0.4784497022628784,0.3604717254638672,0.48805201053619385,0.3745708465576172,0.5063448548316956,0.37509799003601074,0.508476734161377,0.4291076064109802,0.45763635635375977,0.4038914442062378,0.5056056976318359,0.4791429936885834,0.5495144724845886,0.4261983633041382,0.5972965955734253,0.41393619775772095,0.60341876745224,0.3952958285808563,0.6345776915550232,0.3982536792755127,0.6254665851593018,0.38771241903305054,0.6476051807403564,0.3878215551376343,0.6111701726913452,0.3792983293533325,0.6429944634437561,0.3921923339366913,0.6034369468688965,0.38267454504966736,0.636848509311676,0.5131248831748962,0.619227409362793,0.4957553446292877,0.6346444487571716,0.3935167193412781,0.640119731426239,0.3997174799442291,0.651178240776062,0.46454161405563354,0.7695802450180054,0.45212146639823914,0.7706685066223145,0.49274200201034546,0.7767831087112427,0.47197404503822327,0.7813615202903748,0.43565869331359863,0.8437506556510925,0.43328648805618286,0.8276760578155518,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844808.3632047,119,0.3665546774864197,0.5218567848205566,0.35835713148117065,0.5141071677207947,0.3585042953491211,0.5119849443435669,0.35866788029670715,0.509807288646698,0.357856810092926,0.5159804821014404,0.35751616954803467,0.5153884887695312,0.35725051164627075,0.5147833228111267,0.36467766761779785,0.48819416761398315,0.36218246817588806,0.49863386154174805,0.3786279559135437,0.5168600082397461,0.3778594434261322,0.5192790627479553,0.4339553415775299,0.46950316429138184,0.40046581625938416,0.5133064389228821,0.4788527488708496,0.5645272135734558,0.4225653111934662,0.6047264933586121,0.40965861082077026,0.6119942665100098,0.39056500792503357,0.6143296957015991,0.3964097201824188,0.6315886974334717,0.38316890597343445,0.6247490644454956,0.38535064458847046,0.618751049041748,0.37516090273857117,0.619351863861084,0.3897489607334137,0.6109875440597534,0.37940576672554016,0.6145435571670532,0.5088006258010864,0.631332278251648,0.48853763937950134,0.6428928971290588,0.39456743001937866,0.6595494747161865,0.38389626145362854,0.6496965289115906,0.4679758846759796,0.7731339931488037,0.42548754811286926,0.7872929573059082,0.4944734275341034,0.775162935256958,0.44570931792259216,0.8008134365081787,0.44482138752937317,0.8514944911003113,0.40236711502075195,0.8473517894744873,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844808.4062018,120,0.3696613311767578,0.5303486585617065,0.36094027757644653,0.5231020450592041,0.360871285200119,0.52140873670578,0.36131033301353455,0.5190361142158508,0.3604067265987396,0.5246093273162842,0.35997921228408813,0.5239399075508118,0.3595629930496216,0.523344874382019,0.36483293771743774,0.5013357400894165,0.362348347902298,0.5098093748092651,0.3806573748588562,0.5250116586685181,0.37921926379203796,0.527559757232666,0.4276549816131592,0.4774661660194397,0.39713799953460693,0.5234434604644775,0.4733709990978241,0.5746335983276367,0.4173699617385864,0.6147443056106567,0.4048590064048767,0.6160202026367188,0.38921111822128296,0.6331667304039001,0.3900589346885681,0.6336402893066406,0.3834737539291382,0.6428446173667908,0.38038381934165955,0.6210964918136597,0.376151978969574,0.6364158391952515,0.38481849431991577,0.6143845915794373,0.3793557286262512,0.6303786039352417,0.505099356174469,0.6303815245628357,0.48674488067626953,0.6405566930770874,0.38827747106552124,0.656814455986023,0.3812953531742096,0.645867109298706,0.465140700340271,0.765067994594574,0.4345337450504303,0.7780531048774719,0.49100956320762634,0.7625896334648132,0.4560997486114502,0.7889307141304016,0.4463163912296295,0.8483744859695435,0.41665446758270264,0.8422463536262512,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844808.448541,121,0.3696674704551697,0.5378833413124084,0.3598822355270386,0.5306574702262878,0.3598012328147888,0.52885901927948,0.3597542643547058,0.526945948600769,0.359230101108551,0.5323092341423035,0.3587498366832733,0.5316404700279236,0.3582870364189148,0.5310055017471313,0.36440932750701904,0.5064167976379395,0.36229583621025085,0.5155538320541382,0.38041919469833374,0.5330762267112732,0.3799525201320648,0.5341120362281799,0.43004074692726135,0.48352667689323425,0.39340442419052124,0.5329618453979492,0.4624425172805786,0.5739447474479675,0.40427812933921814,0.6283880472183228,0.40055161714553833,0.6192716360092163,0.3830606937408447,0.6755541563034058,0.3865254521369934,0.6377555727958679,0.37866491079330444,0.6932909488677979,0.3776531517505646,0.624376654624939,0.3714543581008911,0.6879110336303711,0.3823930025100708,0.6181190609931946,0.37369072437286377,0.6803895235061646,0.5026581287384033,0.6446653604507446,0.4788902699947357,0.6553398370742798,0.3890170753002167,0.655376672744751,0.37502527236938477,0.644339919090271,0.4470183849334717,0.771905779838562,0.4076686203479767,0.7812190651893616,0.47044146060943604,0.7752950191497803,0.42530927062034607,0.7966858744621277,0.42082738876342773,0.8439028263092041,0.38443708419799805,0.8333286643028259,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844808.490543,122,0.37061500549316406,0.5469064116477966,0.3624866008758545,0.541176438331604,0.36254647374153137,0.5392934679985046,0.36253273487091064,0.5372411608695984,0.36133432388305664,0.543297529220581,0.36092716455459595,0.5425637364387512,0.36050260066986084,0.5418699979782104,0.36472973227500916,0.5144811868667603,0.36279916763305664,0.5257260203361511,0.3812776803970337,0.5415337681770325,0.3805474042892456,0.5415796637535095,0.42851772904396057,0.4952239692211151,0.393203467130661,0.5309226512908936,0.4760494530200958,0.5894206166267395,0.41302233934402466,0.6294874548912048,0.404007226228714,0.6219490766525269,0.38361120223999023,0.6127969026565552,0.3876347541809082,0.640749454498291,0.3740720748901367,0.6244165301322937,0.3798314332962036,0.6259256601333618,0.3708420991897583,0.6166201233863831,0.3839022219181061,0.6207572221755981,0.3757869005203247,0.6096514463424683,0.49844467639923096,0.6504979729652405,0.4772902727127075,0.6563965678215027,0.3760029673576355,0.6809856295585632,0.37027329206466675,0.6556344032287598,0.45020705461502075,0.7656252384185791,0.43685227632522583,0.7683528065681458,0.4744873046875,0.7606834769248962,0.4594348073005676,0.7768635153770447,0.4410504996776581,0.8373435735702515,0.4245055913925171,0.8304173350334167,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844808.5321093,123,0.3710708022117615,0.5514259934425354,0.36305922269821167,0.5451858043670654,0.36348462104797363,0.5426454544067383,0.36352837085723877,0.5406000018119812,0.3624120354652405,0.5467095375061035,0.361863374710083,0.5461530685424805,0.36133500933647156,0.5456639528274536,0.3651418089866638,0.5209290981292725,0.3636382818222046,0.5328129529953003,0.38097405433654785,0.544495701789856,0.3792572021484375,0.547410249710083,0.42536309361457825,0.5018691420555115,0.3903923034667969,0.5394906997680664,0.46881067752838135,0.6005440354347229,0.4044337868690491,0.6370760202407837,0.39638394117355347,0.6279206871986389,0.3763849139213562,0.633326530456543,0.38171178102493286,0.6431836485862732,0.3676375448703766,0.6417911052703857,0.37515655159950256,0.6311386823654175,0.3645530343055725,0.634135901927948,0.3789503276348114,0.627081573009491,0.3664277493953705,0.6325991153717041,0.49784743785858154,0.6448574066162109,0.47271960973739624,0.6543264389038086,0.3797290325164795,0.681881308555603,0.36529815196990967,0.6545938849449158,0.4417049288749695,0.7715820074081421,0.42647790908813477,0.7793721556663513,0.46245813369750977,0.7698544859886169,0.4483487904071808,0.7899292707443237,0.4330805540084839,0.8381794691085815,0.4145529866218567,0.8398540019989014,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844808.572587,124,0.37575602531433105,0.5640766620635986,0.36726558208465576,0.5569772720336914,0.3670651912689209,0.5553090572357178,0.3667874038219452,0.5536542534828186,0.365816205739975,0.5594421625137329,0.365078330039978,0.5588632822036743,0.36427468061447144,0.5583899021148682,0.3661940097808838,0.5322741270065308,0.36419230699539185,0.5444961786270142,0.38294851779937744,0.5582079291343689,0.38260847330093384,0.5592749714851379,0.42649778723716736,0.5087233185768127,0.38935211300849915,0.5512847900390625,0.4788099229335785,0.6059936285018921,0.41263651847839355,0.6561506390571594,0.40540093183517456,0.6284120082855225,0.3870823383331299,0.6219841837882996,0.38735800981521606,0.6422078609466553,0.37609556317329407,0.6272701025009155,0.3809044361114502,0.6288198828697205,0.3720160126686096,0.6159601807594299,0.3896844983100891,0.6264693140983582,0.3789554238319397,0.6129422187805176,0.49510061740875244,0.6606431007385254,0.46720609068870544,0.6716480851173401,0.36903104186058044,0.6917011141777039,0.3484118580818176,0.6597479581832886,0.4197568893432617,0.7634037733078003,0.4105895459651947,0.7809399366378784,0.4373793601989746,0.7594819068908691,0.431926429271698,0.791919469833374,0.4144957661628723,0.8228271007537842,0.40077319741249084,0.8365440964698792,Sitting,compressed_sitting
